Syllable,Vruta ID,Number of Syllables in Verse,Syllable Position in Verse,Ganam Position in Verse,Syllable Position in Ganam,Previous Syllable Origin,Next Syllable Origin,Current Syllable Origin,Previous Syllable Matra,Next syllable Matra,Current Syllable Matra,Previous Syllable Joint,Next Syllable Joint,Current Syllable Joint,Number of Syllables in Ganam,Yati,Yati Position,Distance from Yati,Total Matra in Ganam,Total Matra in Verse,Duration
tha,1,14,4,2,1,47,34,30,2,2,1,0,0,0,2,0,7,-3,3,19,0.167802
ni,1,14,5,2,2,30,15,34,1,1,2,0,1,0,2,0,7,-2,3,19,0.422312
kko,1,14,6,3,1,34,42,15,2,1,1,0,0,1,2,0,7,-1,2,19,0.284399
ru,1,14,7,3,2,15,17,42,1,1,1,1,0,0,2,1,7,0,2,19,0.250432
gu,1,14,8,4,1,42,42,17,1,1,1,0,0,0,3,0,7,1,3,19,0.200176
ru,1,14,9,4,2,17,47,42,1,2,1,0,0,0,3,0,7,2,3,19,0.239342
vaay,1,14,10,4,3,42,20,47,1,1,2,0,0,0,3,0,7,3,3,19,0.45311
cha,1,14,11,5,1,47,40,20,2,1,1,0,0,0,2,0,7,4,2,19,0.234589
ma,1,14,12,5,2,20,24,40,1,2,1,0,0,0,2,0,7,5,2,19,0.170318
njii,1,14,13,6,1,40,25,24,1,2,2,0,0,0,2,0,7,6,4,19,0.484872
dum,1,14,14,6,2,24,50,25,2,1,2,0,0,0,2,0,7,7,4,19,0.474872
sa,1,14,1,1,1,25,51,50,2,1,1,0,0,0,3,0,7,-6,3,19,0.250432
ha,1,14,2,1,2,50,50,51,1,1,1,0,0,0,3,0,7,-5,3,19,0.250432
sra,1,14,3,1,3,51,36,50,1,2,1,0,0,0,3,0,7,-4,3,19,0.20637
pa,1,14,4,2,1,50,30,36,1,2,2,0,0,0,2,0,7,-3,4,19,0.421412
throol,1,14,5,2,2,36,39,30,2,1,2,0,0,0,2,0,7,-2,4,19,0.444312
bha,1,14,6,3,1,30,47,39,2,1,1,0,0,0,2,0,7,-1,2,19,0.200344
va,1,14,7,3,2,39,36,47,1,2,1,0,0,0,2,1,7,0,2,19,0.213901
pu,1,14,8,4,1,47,30,36,1,1,2,0,0,0,3,0,7,1,4,19,0.431312
thra,1,14,9,4,2,36,34,30,2,2,1,0,0,0,3,0,7,2,4,19,0.239509
naam,1,14,10,4,3,30,47,34,1,1,2,0,0,0,3,0,7,3,4,19,0.433412
va,1,14,11,5,1,34,50,47,2,1,1,0,0,0,2,0,7,4,2,19,0.221098
sish,1,14,12,5,2,47,30,50,1,2,1,0,0,0,2,0,7,5,2,19,0.281241
ta,1,14,13,6,1,50,34,30,1,1,2,0,1,0,2,0,7,6,3,19,0.421313
nte,1,14,14,6,2,30,40,34,2,1,1,0,0,1,2,0,7,7,3,19,0.281241
ma,1,14,1,1,1,34,51,40,1,1,1,1,0,0,3,0,7,-6,3,22,0.252223
ha,1,14,2,1,2,40,30,51,1,1,1,0,0,0,3,0,7,-5,3,22,0.250432
thwa,1,14,3,1,3,51,40,30,1,2,1,0,0,0,3,0,7,-4,3,22,0.250432
mee,1,14,4,2,1,30,42,40,1,2,2,0,0,0,2,0,7,-3,4,22,0.423412
rum,1,14,5,2,2,40,39,42,2,2,2,0,0,0,2,0,7,-2,4,22,0.497135
bhaa,1,14,6,3,1,42,17,39,2,1,2,0,0,0,2,0,7,-1,3,22,0.443312
gya,1,14,7,3,2,39,40,17,2,2,1,0,0,0,2,1,7,0,3,22,0.219003
me,1,14,8,4,1,17,56,40,1,1,2,0,1,0,3,0,7,1,4,22,0.431312
nthu,1,14,9,4,2,40,20,56,2,2,1,0,0,1,3,0,7,2,4,22,0.281241
cho,1,14,10,4,3,56,44,20,1,2,2,1,1,0,3,0,7,3,4,22,0.403922
llaa ,1,14,11,5,1,20,47,44,2,1,2,0,0,1,2,0,7,4,3,22,0.453412
va,1,14,12,5,2,44,30,47,2,2,1,1,0,0,2,0,7,5,3,22,0.266845
thoor,1,14,13,6,1,47,30,30,1,2,2,0,1,0,2,0,7,6,4,22,0.472917
tthaal,1,14,14,6,2,30,33,30,2,1,2,0,0,1,2,0,7,7,4,22,0.494872
dha,1,14,1,1,1,30,34,33,2,2,1,1,0,0,3,0,7,-6,4,21,0.269676
nur,1,14,2,1,2,33,47,34,1,2,2,0,0,0,3,0,7,-5,4,21,0.423322
vee,1,14,3,1,3,34,33,47,2,2,2,0,0,0,3,0,7,-4,4,21,0.381267
dhaam,1,14,4,2,1,47,39,33,2,2,2,0,0,0,2,0,7,-3,4,21,0.443412
bhoo,1,14,5,2,2,33,34,39,2,1,2,0,0,0,2,0,7,-2,4,21,0.429282
ni,1,14,6,3,1,39,33,34,2,1,1,0,0,0,2,0,7,-1,2,21,0.185984
dhi,1,14,7,3,2,34,36,33,1,2,1,0,0,0,2,1,7,0,2,21,0.254798
paa,1,14,8,4,1,33,42,36,1,1,2,0,0,0,3,0,7,1,4,21,0.433312
ra,1,14,9,4,2,36,17,42,2,2,1,0,0,0,3,0,7,2,4,21,0.197143
ga,1,14,10,4,3,42,34,17,1,1,2,0,1,0,3,0,7,3,4,21,0.421412
nma,1,14,11,5,1,17,42,34,2,2,1,0,0,1,2,0,7,4,3,21,0.281241
raay,1,14,12,5,2,34,47,42,1,2,2,1,0,0,2,0,7,5,3,21,0.470539
va,1,14,13,6,1,42,34,47,2,1,2,0,1,0,2,0,7,6,3,21,0.421313
nnu,1,14,14,6,2,47,30,34,2,1,1,0,0,1,2,0,7,7,3,21,0.250432
tha,1,14,1,1,1,34,34,30,1,1,1,1,0,0,3,0,7,-6,4,19,0.1567
na,1,14,2,1,2,30,41,34,1,2,1,0,0,0,3,0,7,-5,4,19,0.198814
ya,1,14,3,1,3,34,34,41,1,2,2,0,1,0,3,0,7,-4,4,19,0.421412
nmaa,1,14,4,2,1,41,42,34,2,2,2,0,0,1,2,0,7,-3,4,19,0.530802
re,1,14,5,2,2,34,34,42,2,1,2,1,1,0,2,0,7,-2,4,19,0.398229
nna,1,14,6,3,1,42,30,34,2,1,1,0,0,1,2,0,7,-1,2,19,0.22741
thu,1,14,7,3,2,34,15,30,1,2,1,1,0,0,2,1,7,0,2,19,0.220602
ka,1,14,8,4,1,30,34,15,1,1,2,0,1,0,3,0,7,1,4,19,0.431312
ndo,1,14,9,4,2,15,42,34,2,1,1,0,0,1,3,0,7,2,4,19,0.29929
ru,1,14,10,4,3,34,33,42,1,1,1,1,0,0,3,0,7,3,4,19,0.206984
dha,1,14,11,5,1,42,48,33,1,1,1,0,0,0,2,0,7,4,2,19,0.200176
sha,1,14,12,5,2,33,42,48,1,1,1,0,0,0,2,0,7,5,2,19,0.238304
ra,1,14,13,6,1,48,33,42,1,2,1,0,0,0,2,0,7,6,3,19,0.221963
dhan,1,14,14,6,2,42,40,33,1,1,2,0,0,0,2,0,7,7,3,19,0.458906
ma,1,14,1,1,1,33,34,40,2,1,1,0,0,0,3,0,7,-6,3,19,0.229748
na,1,14,2,1,2,40,50,34,1,1,1,0,0,0,3,0,7,-5,3,19,0.157118
si,1,14,3,1,3,34,47,50,1,1,1,0,0,0,3,0,7,-4,3,19,0.299414
va,1,14,4,2,1,50,44,47,1,2,1,0,0,0,2,0,7,-3,3,19,0.205305
lar,1,14,5,2,2,47,34,44,1,1,2,0,1,0,2,0,7,-2,3,19,0.424312
nno,1,14,6,3,1,44,42,34,2,1,1,0,0,1,2,0,7,-1,2,19,0.250432
ru,1,14,7,3,2,34,36,42,1,1,1,1,0,0,2,1,7,0,2,19,0.223915
pa,1,14,8,4,1,42,42,36,1,1,1,0,0,0,3,0,7,1,3,19,0.152789
ra,1,14,9,4,2,36,40,42,1,2,1,0,0,0,3,0,7,2,3,19,0.200176
maa,1,14,10,4,3,42,34,40,1,2,2,0,0,0,3,0,7,3,3,19,0.423412
na,1,14,11,5,1,40,34,34,2,2,2,0,1,0,2,0,7,4,4,19,0.420412
ndham,1,14,12,5,2,34,36,34,2,2,2,0,0,1,2,0,7,5,4,19,0.494881
poo,1,14,13,6,1,34,34,36,2,1,2,1,1,0,2,0,7,6,3,19,0.423313
ndu,1,14,14,6,2,36,40,34,2,1,1,0,0,1,2,0,7,7,3,19,0.250432
mu,1,14,1,1,1,34,34,40,1,1,1,1,0,0,3,0,7,-6,4,22,0.257393
ni,1,14,2,1,2,40,34,34,1,2,1,0,0,0,3,0,7,-5,4,22,0.157026
naa,1,14,3,1,3,34,41,34,1,1,2,0,0,0,3,0,7,-4,4,22,0.413412
ya,1,14,4,2,1,34,15,41,2,1,1,0,0,0,2,0,7,-3,2,22,0.267106
ka,1,14,5,2,2,41,34,15,1,2,1,0,0,0,2,0,7,-2,2,22,0.171595
nee,1,14,6,3,1,15,41,34,1,1,2,0,0,0,2,0,7,-1,3,22,0.433312
yu,1,14,7,3,2,34,40,41,2,2,1,0,0,0,2,1,7,0,3,22,0.219299
maa,1,14,8,4,1,41,34,40,1,2,2,0,0,0,3,0,7,1,5,22,0.433312
na,1,14,9,4,2,40,34,34,2,2,2,0,1,0,3,0,7,2,5,22,0.421312
ndhi,1,14,10,4,3,34,36,34,2,2,2,0,1,1,3,0,7,3,5,22,0.433412
ppi,1,14,11,5,1,34,20,36,2,1,2,1,1,1,2,0,7,4,3,22,0.433412
chhu,1,14,12,5,2,36,34,20,2,2,1,1,0,1,2,0,7,5,3,22,0.281241
na,1,14,13,6,1,20,34,34,1,2,2,1,1,0,2,0,7,6,4,22,0.420313
nnay,1,14,14,6,2,34,2,34,2,2,2,0,0,1,2,0,7,7,4,22,0.484872
aa,1,14,1,1,1,34,40,2,2,2,2,1,0,0,3,0,7,-6,6,24,0.421313
moo,1,14,2,1,2,2,32,40,2,2,2,0,0,0,3,0,7,-5,6,24,0.377134
ddam,1,14,3,1,3,40,47,32,2,1,2,0,0,0,3,0,7,-4,6,24,0.520207
va,1,14,4,2,1,32,44,47,2,2,1,0,0,0,2,0,7,-3,3,24,0.226186
lar,1,14,5,2,2,47,34,44,1,2,2,0,1,0,2,0,7,-2,3,24,0.424312
nnu,1,14,6,3,1,44,44,34,2,2,2,0,1,1,2,0,7,-1,4,24,0.421858
llil,1,14,7,3,2,34,50,44,2,2,2,1,0,1,2,1,7,0,4,24,0.572795
see,1,14,8,4,1,44,47,50,2,1,2,1,0,0,3,0,7,1,5,24,0.418855
vya,1,14,9,4,2,50,50,47,2,2,1,0,0,0,3,0,7,2,5,24,0.216292
see,1,14,10,4,3,47,47,50,1,1,2,0,0,0,3,0,7,3,5,24,0.423412
va,1,14,11,5,1,50,15,47,2,1,1,0,0,0,2,0,7,4,2,24,0.221365
ka,1,14,12,5,2,47,39,15,1,2,1,0,0,0,2,0,7,5,2,24,0.208734
bhaa,1,14,13,6,1,15,47,39,1,2,2,0,0,0,2,0,7,6,4,24,0.433313
vam,1,14,14,6,2,39,42,47,2,2,2,0,0,0,2,0,7,7,4,24,0.423313
raa,1,14,1,1,1,47,40,42,2,1,2,0,0,0,3,0,7,-6,5,23,0.379094
ma,1,14,2,1,2,42,44,40,2,2,1,0,0,0,3,0,7,-5,5,23,0.207261
la,1,14,3,1,3,40,15,44,1,1,2,0,1,0,3,0,7,-4,5,23,0.377903
kshma,1,14,4,2,1,44,34,15,2,2,1,0,0,1,2,0,7,-3,3,23,0.21789
na,1,14,5,2,2,15,34,34,1,2,2,1,1,0,2,0,7,-2,3,23,0.421312
nmaa,1,14,6,3,1,34,42,34,2,2,2,0,0,1,2,0,7,-1,4,23,0.443312
rum,1,14,7,3,2,34,15,42,2,2,2,1,0,0,2,1,7,0,4,23,0.524312
kai,1,14,8,4,1,42,15,15,2,2,2,0,1,0,3,0,7,1,6,23,0.45881
kko,1,14,9,4,2,15,53,15,2,2,2,0,1,1,3,0,7,2,6,23,0.424312
ndaa,1,14,10,4,3,15,42,53,2,1,2,1,0,1,3,0,7,3,6,23,0.456346
ra,1,14,11,5,1,53,30,42,2,1,1,1,0,0,2,0,7,4,2,23,0.198404
thu,1,14,12,5,2,42,36,30,1,2,1,0,0,0,2,0,7,5,2,23,0.200176
poo,1,14,13,6,1,30,44,36,1,1,2,0,0,0,2,0,7,6,3,23,0.423313
le,1,14,14,6,2,36,15,44,2,2,1,0,0,0,2,0,7,7,3,23,0.281241
koo,1,14,1,1,1,44,40,15,1,1,2,0,0,0,3,0,7,-6,5,23,0.423313
ma,1,14,2,1,2,15,44,40,2,2,1,0,0,0,3,0,7,-5,5,23,0.242593
la,1,14,3,1,3,40,34,44,1,2,2,0,1,0,3,0,7,-4,5,23,0.421412
nmaa,1,14,4,2,1,44,42,34,2,2,2,0,0,1,2,0,7,-3,4,23,0.496847
raay,1,14,5,2,2,34,40,42,2,2,2,1,0,0,2,0,7,-2,4,23,0.402721
mee,1,14,6,3,1,42,47,40,2,2,2,0,0,0,2,0,7,-1,4,23,0.500321
vum,1,14,7,3,2,40,39,47,2,1,2,0,0,0,2,1,7,0,4,23,0.524312
bha,1,14,8,4,1,47,42,39,2,1,1,0,0,0,3,0,7,1,4,23,0.16042
ra,1,14,9,4,2,39,30,42,1,1,1,0,0,0,3,0,7,2,4,23,0.200176
tha,1,14,10,4,3,42,48,30,1,2,1,0,0,0,3,0,7,3,4,23,0.17044
sha,1,14,11,5,1,30,30,48,1,1,2,0,0,0,2,0,7,4,3,23,0.392695
thru,1,14,12,5,2,48,16,30,2,2,1,0,0,0,2,0,7,5,3,23,0.281561
khna,1,14,13,6,1,30,34,16,1,2,2,0,1,0,2,0,7,6,4,23,0.433313
nmaar,1,14,14,6,2,16,50,34,2,2,2,0,0,1,2,0,7,7,4,23,0.504872
swaa,1,14,1,1,1,34,40,50,2,1,2,1,0,0,3,0,7,-6,4,21,0.491672
mi,1,14,2,1,2,50,39,40,2,1,1,0,0,0,3,0,7,-5,4,21,0.212212
bhru,1,14,3,1,3,40,30,39,1,1,1,0,0,0,3,0,7,-4,4,21,0.250432
thya,1,14,4,2,1,39,15,30,1,1,1,0,0,0,2,0,7,-3,2,21,0.250432
ka,1,14,5,2,2,30,39,15,1,2,1,0,0,0,2,0,7,-2,2,21,0.177232
bhaa,1,14,6,3,1,15,47,39,1,2,2,0,0,0,2,0,7,-1,4,21,0.424247
vam,1,14,7,3,2,39,15,47,2,2,2,0,0,0,2,1,7,0,4,21,0.524312
kai,1,14,8,4,1,47,15,15,2,2,2,0,1,0,3,0,7,1,6,21,0.394064
kko,1,14,9,4,2,15,53,15,2,2,2,0,1,1,3,0,7,2,6,21,0.424312
ndaa,1,14,10,4,3,15,42,53,2,1,2,1,0,1,3,0,7,3,6,21,0.494971
ra,1,14,11,5,1,53,34,42,2,1,1,1,0,0,2,0,7,4,2,21,0.153374
nu,1,14,12,5,2,42,32,34,1,1,1,0,0,0,2,0,7,5,2,21,0.203047
ddi,1,14,13,6,1,34,34,32,1,2,1,0,0,0,2,0,7,6,3,21,0.183558
nam,1,14,14,6,2,32,42,34,1,1,2,0,0,0,2,0,7,7,3,21,0.474872
ra,1,14,1,1,1,34,18,42,2,1,1,0,0,0,3,0,7,-6,3,19,0.250432
gha,1,14,2,1,2,42,47,18,1,1,1,0,0,0,3,0,7,-5,3,19,0.298964
va,1,14,3,1,3,18,34,47,1,1,1,0,0,0,3,0,7,-4,3,19,0.160749
na,1,14,4,2,1,47,30,34,1,1,1,0,0,0,2,0,7,-3,2,19,0.183071
thu,1,14,5,2,2,34,15,30,1,2,1,0,0,0,2,0,7,-2,2,19,0.200176
kaa,1,14,6,3,1,30,44,15,1,1,2,0,0,0,2,0,7,-1,3,19,0.433312
la,1,14,7,3,2,15,40,44,2,2,1,0,0,0,2,1,7,0,3,19,0.229916
mee,1,14,8,4,1,44,15,40,1,1,2,0,0,0,3,0,7,1,4,19,0.433312
ka,1,14,9,4,2,40,32,15,2,2,1,0,0,0,3,0,7,2,4,19,0.250455
ddaa,1,14,10,4,3,15,15,32,1,1,2,0,0,0,3,0,7,3,4,19,0.404127
kau,1,14,11,5,1,32,42,15,2,2,1,0,0,0,2,0,7,4,3,19,0.250432
ruu,1,14,12,5,2,15,51,42,1,1,2,0,0,0,2,0,7,5,3,19,0.423322
ha,1,14,13,6,1,42,44,51,2,2,1,0,0,0,2,0,7,6,3,19,0.250889
laal,1,14,14,6,2,51,47,44,1,2,2,0,0,0,2,0,7,7,3,19,0.484872
vee,1,14,1,1,1,44,17,47,2,1,2,0,0,0,3,0,7,-6,5,19,0.423313
ga,1,14,2,1,2,47,40,17,2,2,1,0,0,0,3,0,7,-5,5,19,0.268672
mee,1,14,3,1,3,17,42,40,1,2,2,0,0,0,3,0,7,-4,5,19,0.423412
rii,1,14,4,2,1,40,25,42,2,2,2,0,0,0,2,0,7,-3,4,19,0.423412
du,1,14,5,2,2,42,34,25,2,1,2,0,1,0,2,0,7,-2,4,19,0.422312
nno,1,14,6,3,1,25,42,34,2,1,1,0,0,1,2,0,7,-1,2,19,0.250432
ru,1,14,7,3,2,34,30,42,1,1,1,1,0,0,2,1,7,0,2,19,0.219041
thu,1,14,8,4,1,42,42,30,1,1,1,0,0,0,3,0,7,1,3,19,0.200176
ra,1,14,9,4,2,30,17,42,1,1,1,0,0,0,3,0,7,2,3,19,0.204822
ga,1,14,10,4,3,42,42,17,1,1,1,0,0,0,3,0,7,3,3,19,0.173604
ra,1,14,11,5,1,17,30,42,1,1,1,0,0,0,2,0,7,4,2,19,0.250432
thna,1,14,12,5,2,42,40,30,1,2,1,0,0,0,2,0,7,5,2,19,0.209297
mee,1,14,13,6,1,30,42,40,1,1,2,0,0,0,2,0,7,6,3,19,0.386377
ri,1,14,14,6,2,40,36,42,2,2,1,0,0,0,2,0,7,7,3,19,0.250432
praa,1,14,1,1,1,42,34,36,1,1,2,0,0,0,3,0,7,-6,5,21,0.419922
na,1,14,2,1,2,36,50,34,2,2,1,0,0,0,3,0,7,-5,5,21,0.200176
sa,1,14,3,1,3,34,40,50,1,1,2,0,1,0,3,0,7,-4,5,21,0.421412
mmi,1,14,4,2,1,50,30,40,2,1,1,0,0,1,2,0,7,-3,2,21,0.286664
tha,1,14,5,2,2,40,34,30,1,2,1,1,0,0,2,0,7,-2,2,21,0.153864
naa,1,14,6,3,1,30,41,34,1,1,2,0,0,0,2,0,7,-1,3,21,0.433312
ya,1,14,7,3,2,34,44,41,2,2,1,0,0,0,2,1,7,0,3,21,0.213825
la,1,14,8,4,1,41,15,44,1,1,2,0,1,0,3,0,7,1,4,21,0.431312
kshma,1,14,9,4,2,44,34,15,2,1,1,0,0,1,3,0,7,2,4,21,0.220127
na,1,14,10,4,3,15,34,34,1,2,1,1,0,0,3,0,7,3,4,21,0.20355
noo,1,14,11,5,1,34,25,34,1,2,2,0,0,0,2,0,7,4,4,21,0.386264
dum,1,14,12,5,2,34,20,25,2,2,2,0,0,0,2,0,7,5,4,21,0.423322
cheer,1,14,13,6,1,25,34,20,2,1,2,0,1,0,2,0,7,6,3,21,0.443313
nnu,1,14,14,6,2,20,38,34,2,2,1,0,0,1,2,0,7,7,3,21,0.281241
baa,1,14,1,1,1,34,34,38,1,1,2,1,0,0,3,0,7,-6,5,22,0.423313
na,1,14,2,1,2,38,30,34,2,2,1,0,0,0,3,0,7,-5,5,22,0.282278
thoo,1,14,3,1,3,34,34,30,1,2,2,0,0,0,3,0,7,-4,5,22,0.433412
nii,1,14,4,2,1,30,42,34,2,1,2,0,0,0,2,0,7,-3,3,22,0.423412
ra,1,14,5,2,2,34,38,42,2,2,1,0,0,0,2,0,7,-2,3,22,0.222139
baa,1,14,6,3,1,42,34,38,1,2,2,0,0,0,2,0,7,-1,4,22,0.433312
naa,1,14,7,3,2,38,50,34,2,1,2,0,0,0,2,1,7,0,4,22,0.524312
sa,1,14,8,4,1,34,42,50,2,1,1,0,0,0,3,0,7,1,4,22,0.242596
ra,1,14,9,4,2,50,36,42,1,2,1,0,0,0,3,0,7,2,4,22,0.24063
puu,1,14,10,4,3,42,34,36,1,1,2,0,0,0,3,0,7,3,4,22,0.423412
ni,1,14,11,5,1,36,15,34,2,2,1,0,0,0,2,0,7,4,3,22,0.238029
kal,1,14,12,5,2,34,36,15,1,2,2,0,0,0,2,0,7,5,3,22,0.46275
puu,1,14,13,6,1,15,34,36,2,1,2,0,1,0,2,0,7,6,3,22,0.423313
ndu,1,14,14,6,2,36,15,34,2,2,1,0,0,1,2,0,7,7,3,22,0.281241
kaa,1,14,1,1,1,34,34,15,1,1,2,1,0,0,3,0,7,-6,4,23,0.423313
na,1,14,2,1,2,15,34,34,2,1,1,0,0,0,3,0,7,-5,4,23,0.200176
na,1,14,3,1,3,34,32,34,1,2,1,0,0,0,3,0,7,-4,4,23,0.230049
ddee,1,14,4,2,1,34,48,32,1,2,2,0,0,0,2,0,7,-3,4,23,0.433412
shee,1,14,5,2,2,32,34,48,2,1,2,0,0,0,2,0,7,-2,4,23,0.449199
na,1,14,6,3,1,48,25,34,2,2,1,0,0,0,2,0,7,-1,3,23,0.29673
da,1,14,7,3,2,34,34,25,1,2,2,0,1,0,2,1,7,0,3,23,0.522312
nnii,1,14,8,4,1,25,25,34,2,1,2,0,0,1,3,0,7,1,5,23,0.453312
di,1,14,9,4,2,34,34,25,2,2,1,1,0,0,3,0,7,2,5,23,0.245053
naan,1,14,10,4,3,25,34,34,1,2,2,0,0,0,3,0,7,3,5,23,0.432412
naa,1,14,11,5,1,34,41,34,2,2,2,0,0,0,2,0,7,4,4,23,0.368043
yaa,1,14,12,5,2,34,30,41,2,1,2,0,1,0,2,0,7,5,4,23,0.414181
tti,1,14,13,6,1,41,34,30,2,2,1,0,0,1,2,0,7,6,3,23,0.200176
naay,1,14,14,6,2,30,15,34,1,2,2,1,0,0,2,0,7,7,3,23,0.484872
kaa,1,14,1,1,1,34,34,15,2,2,2,0,0,0,3,0,7,-6,5,20,0.423313
naa,1,14,2,1,2,15,41,34,2,1,2,0,0,0,3,0,7,-5,5,20,0.423322
ya,1,14,3,1,3,34,32,41,2,2,1,0,0,0,3,0,7,-4,5,20,0.237023
ddu,1,14,4,2,1,41,48,32,1,1,2,0,1,0,2,0,7,-3,3,20,0.423412
shta,1,14,5,2,2,32,40,48,2,1,1,0,0,1,2,0,7,-2,3,20,0.237101
mru,1,14,6,3,1,48,17,40,1,1,1,1,0,0,2,0,7,-1,2,20,0.165771
ga,1,14,7,3,2,40,50,17,1,1,1,0,0,0,2,1,7,0,2,20,0.250432
sa,1,14,8,4,1,17,24,50,1,1,1,0,0,0,3,0,7,1,3,20,0.189921
nja,1,14,9,4,2,50,41,24,1,2,1,0,0,0,3,0,7,2,3,20,0.250432
yam,1,14,10,4,3,24,15,41,1,1,2,0,0,0,3,0,7,3,3,20,0.443021
ko,1,14,11,5,1,41,44,15,2,1,1,0,0,0,2,0,7,4,2,20,0.156029
la,1,14,12,5,2,15,20,44,1,2,1,0,0,0,2,0,7,5,2,20,0.165771
chey,1,14,13,6,1,44,30,20,1,2,2,0,0,0,2,0,7,6,4,20,0.433313
thaan,1,14,14,6,2,20,51,30,2,1,2,0,0,0,2,0,7,7,4,20,0.494872
ha,1,14,1,1,1,30,42,51,2,1,1,0,0,0,3,0,7,-6,3,14,0.23736
ri,1,14,2,1,2,51,34,42,1,1,1,0,0,0,3,0,7,-5,3,14,0.200176
na,1,14,3,1,3,42,51,34,1,1,1,0,0,0,3,0,7,-4,3,14,0.256099
ha,1,14,4,2,1,34,42,51,1,1,1,0,0,0,2,0,7,-3,2,14,0.170845
ri,1,14,5,2,2,51,15,42,1,1,1,0,0,0,2,0,7,-2,2,14,0.201543
ka,1,14,6,3,1,42,42,15,1,1,1,0,0,0,2,0,7,-1,2,14,0.161993
ri,1,14,7,3,2,15,15,42,1,1,1,0,0,0,2,1,7,0,2,14,0.209876
ka,1,14,8,4,1,42,42,15,1,1,1,0,0,0,3,0,7,1,3,14,0.180305
ra,1,14,9,4,2,15,25,42,1,1,1,0,0,0,3,0,7,2,3,14,0.15075
di,1,14,10,4,3,42,15,25,1,1,1,0,0,0,3,0,7,3,3,14,0.19486
ki,1,14,11,5,1,25,25,15,1,1,1,0,0,0,2,0,7,4,2,14,0.206129
di,1,14,12,5,2,15,15,25,1,1,1,0,0,0,2,0,7,5,2,14,0.204879
ki,1,14,13,6,1,25,42,15,1,1,1,0,0,0,2,0,7,6,2,14,0.231967
ri,1,14,14,6,2,15,51,42,1,1,1,0,0,0,2,0,7,7,2,14,0.296076
ha,1,14,1,1,1,42,42,51,1,1,1,0,0,0,3,0,7,-6,4,18,0.249463
ri,1,14,2,1,2,51,48,42,1,2,1,0,0,0,3,0,7,-5,4,18,0.200176
shaar,1,14,3,1,3,42,33,48,1,2,2,0,0,0,3,0,7,-4,4,18,0.466787
dhuu,1,14,4,2,1,48,44,33,2,2,2,0,0,0,2,0,7,-3,4,18,0.433412
laa,1,14,5,2,2,33,32,44,2,1,2,0,0,0,2,0,7,-2,4,18,0.37494
ddi,1,14,6,3,1,44,15,32,2,1,1,0,0,0,2,0,7,-1,2,18,0.20355
ka,1,14,7,3,2,32,44,15,1,1,1,0,0,0,2,1,7,0,2,18,0.250432
la,1,14,8,4,1,15,40,44,1,1,1,0,0,0,3,0,7,1,3,18,0.200176
mi,1,14,9,4,2,44,30,40,1,1,1,0,0,0,3,0,7,2,3,18,0.244872
tha,1,14,10,4,3,40,47,30,1,1,1,0,0,0,3,0,7,3,3,18,0.192941
va,1,14,11,5,1,30,34,47,1,1,1,0,0,0,2,0,7,4,2,18,0.231714
nya,1,14,12,5,2,47,40,34,1,1,1,0,0,0,2,0,7,5,2,18,0.265135
mru,1,14,13,6,1,34,17,40,1,2,1,0,0,0,2,0,7,6,3,18,0.235689
gam,1,14,14,6,2,40,47,17,1,1,2,0,0,0,2,0,7,7,3,18,0.474872
va,1,14,1,1,1,17,33,47,2,2,1,0,0,0,3,0,7,-6,4,21,0.25522
dhi,1,14,2,1,2,47,20,33,1,1,2,0,1,0,3,0,7,-5,4,21,0.423322
chhu,1,14,3,1,3,33,15,20,2,2,1,0,0,1,3,0,7,-4,4,21,0.299538
ko,1,14,4,2,1,20,34,15,1,1,2,1,1,0,2,0,7,-3,3,21,0.421412
ndu,1,14,5,2,2,15,47,34,2,2,1,0,0,1,2,0,7,-2,3,21,0.281241
va,1,14,6,3,1,34,34,47,1,1,2,1,1,0,2,0,7,-1,3,21,0.431312
nnu,1,14,7,3,2,47,22,34,2,1,1,0,0,1,2,1,7,0,3,21,0.250432
ja,1,14,8,4,1,34,34,22,1,1,1,1,0,0,3,0,7,1,3,21,0.22458
na,1,14,9,4,2,22,15,34,1,2,1,0,0,0,3,0,7,2,3,21,0.185614
kan,1,14,10,4,3,34,15,15,1,2,2,0,0,0,3,0,7,3,3,21,0.422412
kaal,1,14,11,5,1,15,15,15,2,2,2,0,1,0,2,0,7,4,4,21,0.409651
kkal,1,14,12,5,2,15,47,15,2,2,2,0,0,1,2,0,7,5,4,21,0.433322
ve,1,14,13,6,1,15,20,47,2,1,2,1,1,0,2,0,7,6,3,21,0.421313
chhu,1,14,14,6,2,47,47,20,2,1,1,0,0,1,2,0,7,7,3,21,0.281241
vi,1,14,1,1,1,20,33,47,1,2,1,1,0,0,3,0,7,-6,4,20,0.257939
dhi,1,14,2,1,2,47,20,33,1,1,2,0,1,0,3,0,7,-5,4,20,0.423322
chha,1,14,3,1,3,33,47,20,2,2,1,0,0,1,3,0,7,-4,4,20,0.282583
va,1,14,4,2,1,20,34,47,1,2,2,1,1,0,2,0,7,-3,4,20,0.421412
nnam,1,14,5,2,2,47,34,34,2,1,2,0,0,1,2,0,7,-2,4,20,0.425517
na,1,14,6,3,1,34,40,34,2,1,1,1,0,0,2,0,7,-1,2,20,0.200176
mas,1,14,7,3,2,34,15,40,1,1,1,0,0,0,2,1,7,0,2,20,0.281241
